time,lat,lon
2025-10-01 06:35:21,,
2025-10-01 12:48:51,71.30506,-155.22621
2025-10-01 18:42:26,71.41479,-155.67859
2025-10-01 23:50:32,71.495834,-155.4923
2025-10-02 00:47:01,71.46599,-155.90837
2025-10-02 06:48:53,71.42539,-155.92155
2025-10-02 12:46:27,71.39516,-155.86024
2025-10-02 18:44:16,71.38175,-155.82957
2025-10-03 00:41:18,71.38079,-155.60475
2025-10-03 06:43:52,71.32997,-155.57616
2025-10-03 12:34:29,71.36572,-155.61404
2025-10-03 18:17:18,71.32093,-155.81705
2025-10-03 23:02:18,71.36471,-154.68343
2025-10-04 00:45:51,71.37049,-154.8348
2025-10-04 06:45:24,71.29626,-154.47466
2025-10-04 12:41:16,71.35514,-154.09685
2025-10-04 18:37:35,71.34938,-154.16168
2025-10-05 00:36:02,71.44431,-154.63855
2025-10-05 06:28:13,71.50697,-155.11119
2025-10-05 12:46:36,71.57114,-154.88019
2025-10-05 18:52:25,71.64676,-155.33478
2025-10-06 00:43:11,71.67727,-155.90004
2025-10-06 06:49:02,71.61022,-155.98904
2025-10-06 12:43:12,71.580345,-156.14899
2025-10-06 18:45:39,71.54447,-155.9733
2025-10-07 00:46:46,71.498215,-155.46863
2025-10-07 06:42:35,71.52305,-155.5198
2025-10-07 12:37:06,71.561295,-155.518
2025-10-07 18:44:02,71.43977,-155.06998
2025-10-08 00:36:30,71.42041,-154.33093
2025-10-08 06:38:07,71.62454,-154.29776
2025-10-08 12:33:53,71.8829,-154.27773
2025-10-08 18:53:42,71.8054,-154.62997
2025-10-09 00:45:20,71.705696,-154.80759
2025-10-09 06:41:24,71.62194,-155.19963
2025-10-09 12:51:34,71.55726,-155.0152
2025-10-09 18:49:57,71.455574,-155.3124
2025-10-10 00:44:51,71.38445,-155.54999
2025-10-10 06:48:22,71.20005,-155.74136
2025-10-10 12:35:42,71.12171,-156.42348
2025-10-10 18:54:59,70.90969,-155.85654
2025-10-11 00:35:53,70.992256,-156.26793
2025-10-11 06:23:32,71.13052,-156.2379
2025-10-11 12:43:32,71.14539,-155.59128
2025-10-11 18:20:15,71.3274,-155.93942
2025-10-12 00:41:12,71.347694,-154.97481
2025-10-12 06:33:34,71.436584,-155.04927
2025-10-12 12:28:40,71.53712,-155.10219
2025-10-12 18:22:01,,
2025-10-13 00:44:50,71.496506,-155.84729
2025-10-13 06:36:17,71.32923,-155.8366
2025-10-13 12:20:45,71.30015,-155.91258
2025-10-13 18:46:36,71.39609,-155.27942
2025-10-14 00:40:52,71.47441,-155.62381
2025-10-14 06:37:33,71.509155,-155.91347
2025-10-14 12:52:13,71.4939,-155.60144
2025-10-14 18:35:35,71.54256,-156.03537
2025-10-15 00:40:42,71.536674,-155.78366
2025-10-15 06:58:01,71.553116,-155.54958
2025-10-15 12:57:40,71.58186,-155.44958
2025-10-15 18:48:09,71.601,-155.69475
2025-10-16 00:52:40,71.52983,-155.53781
2025-10-16 06:51:29,71.52009,-155.84666
2025-10-16 12:54:16,71.47246,-155.62364
2025-10-16 18:47:35,71.46167,-155.88498
2025-10-17 00:47:29,71.46552,-156.0468
2025-10-17 06:46:44,71.45616,-156.19179
2025-10-17 12:53:21,71.4694,-156.23955
2025-10-17 18:45:49,71.47983,-156.56792
2025-10-18 00:49:35,71.481224,-156.41376
